 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei_GCN4.csv
7,2.020,16710.638,11652,25124,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
8,1.062,17489.917,11941,24557,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
9,1.709,30112.130,18461,67209,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
10,1.822,18199.675,11644,37573,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
11,1.848,30310.518,16540,74445,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
12,1.041,22500.113,11898,37810,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
13,1.318,47618.395,29810,85656,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
14,1.025,19191.967,12473,32437,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
15,1.608,17295.877,11702,28263,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
16,1.058,13043.393,10508,18586,SUM_Nup145_TET_03_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
1,1.604,29636.026,13552,80690,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
2,1.558,27519.102,14948,120472,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
3,1.932,21469.335,14330,35218,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
4,2.557,64468.885,32157,129307,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
5,0.651,30135.877,19286,51425,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
6,1.323,24203.711,16437,36465,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
7,2.121,25362.921,16975,43761,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
8,1.230,23291.481,16030,36330,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
9,1.495,24774.045,15940,57154,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
10,1.339,18085.451,11018,40119,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
11,1.360,45706.491,22841,90459,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
12,1.701,36050.227,17924,67366,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
13,1.944,27611.521,18283,50411,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
14,2.444,23785.498,15630,55214,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
15,1.617,22759.306,15878,37465,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
16,1.491,27577.276,17087,73552,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
17,0.537,27887.102,17773,45888,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
18,1.327,27116.203,15586,95881,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
19,1.331,18572.502,12871,37060,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
20,1.692,21159.320,12514,36548,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
21,2.297,27585.788,12566,78892,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
22,1.793,25747.930,16485,44987,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
23,2.377,24222.751,15637,49271,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
24,0.894,38599.160,19248,79595,SUM_Nup145_TET_04_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
1,1.915,16871.640,12375,25705,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
2,1.130,21597.004,14368,35075,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
3,0.600,28838.049,18499,62547,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
4,1.100,18303.828,13278,25831,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
5,2.666,26191.124,15958,87545,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
6,1.696,20755.087,14897,31646,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
7,1.025,24384.820,13438,50221,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
8,1.394,21672.988,14444,33786,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
9,1.591,31799.739,18046,50262,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
10,1.172,16865.122,11973,38576,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
11,0.999,22611.517,14253,39506,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
12,2.637,37805.357,20076,90229,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
13,1.289,26032.616,16678,51914,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
14,1.306,17406.633,10387,30118,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
15,1.247,17233.502,11481,26129,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
16,1.474,20206.570,14935,31997,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
17,0.966,20636.413,14403,33112,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
18,1.046,13039.687,9062,18521,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
19,1.650,25018.280,15980,41769,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
20,2.225,18782.496,13071,41282,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
21,2.797,20523.856,11263,41345,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
22,1.046,19395.791,12001,29433,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
23,2.469,28475.481,15530,83970,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
24,1.587,19583.817,12393,34566,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
25,2.662,28510.224,17164,63843,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
26,1.625,32454.147,16390,112374,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
27,1.621,26280.269,15962,48660,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
28,0.626,27320.376,15373,49949,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
29,1.335,25037.657,13539,49337,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
30,1.289,25228.857,15293,46046,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
31,1.176,20969.514,15297,34024,SUM_Nup145_TET_05_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
1,1.629,19203.088,11530,33432,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
2,1.281,16897.243,11176,31165,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
3,1.029,20414.494,13562,29915,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
4,1.352,19656.292,12737,37111,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
5,1.209,16032.580,12631,23195,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
6,2.070,23185.899,13202,69991,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
7,1.927,11482.375,8548,19417,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
8,1.461,27409.371,17840,46155,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
9,2.410,22356.216,13480,50748,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
10,1.352,22148.835,15150,43936,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
11,2.037,21029.575,15850,33173,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
12,2.368,28472.697,14694,89940,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
13,1.369,22424.755,15232,44919,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
14,1.256,20840.291,14685,31723,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
15,3.107,21927.077,9649,56702,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
16,1.717,36610.746,20229,71260,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
17,2.855,22858.149,11292,46492,SUM_Nup145_TET_06_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
1,0.941,4862.022,3304,6951,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
2,1.046,5607.237,4197,8150,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
3,1.289,5300.212,3272,9135,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
4,0.672,5157.081,3457,8175,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
5,1.638,6456.064,3825,10201,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
6,1.423,7589.976,4890,14506,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
7,2.238,9054.355,5836,15742,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
8,2.125,5522.808,3923,7771,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
9,1.533,6420.304,4300,13367,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
10,1.092,6011.954,4115,12515,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
11,2.536,9213.929,5606,20054,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
12,2.116,6761.899,4124,16586,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
13,1.797,6760.549,4897,10251,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
14,1.743,10056.614,5622,20415,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
15,1.852,7565.168,4962,12575,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
16,1.436,5473.605,3946,9195,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
17,2.003,11884.474,6316,24477,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
18,0.983,6241.244,3951,13086,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
19,1.428,9264.950,6240,19974,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
20,1.004,7889.866,5208,14111,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
21,1.436,6409.652,4363,11857,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
22,1.277,9364.757,4912,21253,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
23,1.243,6588.791,4525,17264,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
24,1.348,4848.604,3501,6984,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
25,2.994,8792.968,5237,21409,SUM_Nup145_TET_07_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
1,1.932,17285.652,12077,24583,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
2,1.755,23588.459,13195,68392,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
3,2.595,25284.717,15229,48032,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
4,1.591,18914.034,13981,30006,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
5,2.087,16413.650,9057,28908,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
6,1.251,17883.158,13811,25681,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
7,1.289,24255.550,13726,56910,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
8,1.352,24938.398,15448,48165,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
9,1.436,34087.406,21518,50105,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
10,2.129,32612.797,19797,54316,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
11,0.684,52106.822,21279,73647,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
12,1.478,22837.031,14529,57978,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
13,2.049,26001.535,15124,45020,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
14,2.041,48072.150,30203,92400,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
15,0.634,52539.291,35512,93617,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
16,1.339,23420.875,15967,38066,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
17,1.659,37048.873,19763,78378,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
18,1.062,21971.119,13779,30674,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
19,1.995,17916.577,13451,32985,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
20,1.352,17992.714,13164,30664,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
21,2.427,23317.747,14254,46271,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
22,1.218,27783.545,15638,54230,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
23,0.882,17344.543,9527,28800,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
24,0.752,21420.184,14270,35873,SUM_Nup145_TET_08_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
1,0.819,7776.508,5933,10188,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
2,0.546,7308.485,4936,10010,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
3,2.679,8009.920,4933,11251,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
4,1.860,8429.792,4186,15283,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
5,1.759,9109.420,4419,19787,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
6,1.407,4793.140,3075,7155,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
7,2.200,9385.328,5782,20006,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
8,0.857,7078.892,4029,14195,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
9,1.583,5485.870,3906,10690,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
10,1.335,4465.701,2689,7497,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
11,2.809,5912.253,3558,16304,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
12,4.451,4926.150,3051,8420,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
13,1.873,4366.657,3111,8374,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
14,1.369,6604.733,3560,14961,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
15,1.331,6142.208,4746,12732,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
16,2.259,12107.076,4713,21032,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
17,1.591,5650.570,3689,10524,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
18,1.176,4597.432,3568,6882,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
19,1.659,4419.792,3220,7692,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
20,1.953,4655.277,3173,8709,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
21,2.540,6829.754,3802,13327,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
22,1.188,5694.106,3757,10675,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
23,1.940,6004.123,3775,12113,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
24,2.272,4696.148,3068,9349,SUM_Nup145_TET_09_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
1,1.109,18980.648,9849,30960,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
2,1.256,20205.227,13018,52098,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
3,2.137,50184.992,27366,99415,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
4,1.965,37696.376,23809,68773,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
5,1.201,26439.066,16576,55390,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
6,2.662,27778.139,17276,62111,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
7,1.214,23141.329,15560,39115,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
8,2.368,17303.594,12761,26195,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
9,1.050,12730.004,9846,16382,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
10,0.953,24733.485,18319,32670,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
11,2.822,44602.426,28772,87530,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
12,0.899,15540.827,11633,30480,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
13,1.335,14336.824,10900,21394,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
14,1.323,21923.737,15634,37569,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
15,2.011,27166.804,16345,81326,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
16,0.941,18272.299,11066,26820,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
17,1.239,18854.169,13457,28615,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
18,1.440,26507.971,15138,51305,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
19,1.235,18834.031,12445,34781,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
20,1.134,21084.811,13715,41484,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
21,1.373,20605.639,15173,34058,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
22,1.222,37042.911,21819,77745,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
23,1.453,20230.971,15202,31602,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
24,1.827,20721.687,14522,35491,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
25,0.752,17234.939,11795,34550,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
26,2.112,20952.909,13282,45449,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
27,1.004,17685.318,13971,26203,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
28,1.730,21547.485,12633,41906,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
29,2.284,23216.300,15540,52704,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
30,0.584,27429.000,19523,56032,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
31,2.633,54463.482,31673,123031,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
32,1.201,24984.301,14264,38738,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
33,0.945,20952.564,13113,35140,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
34,2.645,31573.722,18834,58252,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
35,4.098,28317.524,14749,63844,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
36,2.519,25421.930,13750,71972,SUM_Nup145_TET_10_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
1,1.239,11257.661,6972,22204,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
2,1.125,11774.108,7120,19280,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
3,1.352,6805.904,5396,9464,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
4,1.163,8260.332,6320,13253,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
5,1.675,16940.128,9090,38610,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
6,1.218,9375.917,5818,19080,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
7,1.293,9334.104,6076,17663,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
8,2.465,15092.135,8139,29916,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
9,1.302,6326.977,4742,11079,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
10,1.260,11176.620,7120,26312,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
11,1.423,11126.233,6942,27404,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
12,1.369,8423.663,5767,16349,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
13,1.549,16158.182,8390,40879,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
14,1.323,7087.000,4455,10984,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
15,1.327,8733.927,5149,18199,SUM_Nup145_UN_01_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
1,1.944,15051.220,9943,27916,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
2,0.642,25393.497,17978,33839,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
3,1.096,21395.617,14697,41818,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
4,2.356,39411.702,18781,73986,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
5,2.700,37235.253,16703,84836,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
6,1.146,20300.432,12454,41014,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
7,1.516,19972.177,13473,44734,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
8,1.663,22073.389,13085,56702,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
9,2.204,29269.996,16533,63999,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
10,2.108,44339.369,21039,80126,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
11,2.200,21823.292,13640,55613,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
12,1.348,22039.636,15072,38237,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
13,2.431,26917.872,15206,71558,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
14,1.512,17309.925,12293,37441,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
15,2.003,25139.287,18082,44061,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
16,4.841,41323.549,20009,71494,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
17,1.432,31347.367,18767,52103,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
18,1.579,20487.508,13413,31033,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
19,1.789,21051.946,14998,55925,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
20,1.549,19479.103,12014,36968,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
21,1.197,18563.930,10989,38319,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
22,1.503,23645.771,16343,41609,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
23,1.562,25015.691,15464,54938,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
24,1.646,19893.842,13430,35089,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
25,1.075,15235.379,11130,24052,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
26,2.503,48063.230,16774,98297,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
27,1.944,30159.868,18799,60686,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
28,2.406,23374.234,12780,42135,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
29,0.596,33547.127,24713,42525,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
30,1.642,16340.432,10998,29813,SUM_Nup145_UN_02_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
1,0.680,18705.247,12627,25727,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
2,1.407,24047.713,16062,44996,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
3,1.537,35035.959,21475,52735,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
4,1.461,19874.506,14026,30202,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
5,1.201,17352.678,11546,31869,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
6,1.411,23417.562,14126,63969,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
7,1.999,34544.834,16924,62097,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
8,1.423,24953.590,13194,59017,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
9,2.196,17006.971,10326,29840,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
10,1.428,26717.762,16145,48088,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
11,1.369,22119.104,13528,39384,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
12,1.407,24634.242,14306,41406,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
