 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei.csv
18,1.046,50309.394,29098,77275,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
19,1.650,49940.636,29021,79741,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
20,2.225,59516.108,29066,108340,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
21,2.797,56964.344,29120,110279,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
22,1.046,45291.482,29019,65684,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
23,2.469,60175.991,29089,107960,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
24,1.587,47639.960,29026,77705,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
25,2.662,58620.155,29087,98654,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
26,1.625,52062.000,28106,87601,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
27,1.621,53173.028,29177,77422,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
28,0.626,49852.839,29819,95001,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
29,1.335,40492.336,29459,60968,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
30,1.289,38011.853,29079,52373,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
31,1.176,55143.961,29046,95557,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
1,1.629,36097.031,27175,46868,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
2,1.281,39577.354,27345,58270,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
3,1.029,42295.306,27267,57758,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
4,1.352,44212.835,27154,57293,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
5,1.209,42913.715,27230,60299,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
6,2.070,47461.779,27176,85645,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
7,1.927,78161.736,27290,156031,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
8,1.461,52406.052,27163,102223,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
9,2.410,59640.002,27172,102882,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
10,1.352,52221.314,27193,85730,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
11,2.037,47804.126,27154,76914,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
12,2.368,42261.840,27132,65948,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
13,1.369,50844.613,27193,98451,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
14,1.256,48388.167,27023,79497,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
15,3.107,45229.416,27184,90136,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
16,1.717,46077.567,27256,72716,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
17,2.855,50658.862,27170,99845,SUM_Nup145_TET_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
1,0.941,47992.098,29038,69474,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
2,1.046,42025.514,28456,60798,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
3,1.289,37469.889,28483,51619,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
4,0.672,37107.700,28427,57397,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
5,1.638,47563.769,28222,72254,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
6,1.423,44193.074,28624,63614,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
7,2.238,63300.296,28512,101399,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
8,2.125,55260.737,28482,85040,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
9,1.533,46576.523,28420,70663,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
10,1.092,58047.662,28667,109523,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
11,2.536,56988.050,28510,102325,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
12,2.116,48464.183,28467,69978,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
13,1.797,62526.486,28634,107331,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
14,1.743,50377.359,28652,82183,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
15,1.852,62743.846,28453,117455,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
16,1.436,42667.953,28479,58547,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
17,2.003,60967.423,28453,106306,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
18,0.983,38964.218,28476,53439,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
19,1.428,54380.924,28518,98673,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
20,1.004,70319.197,28487,134421,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
21,1.436,44272.433,28487,65213,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
22,1.277,38964.536,28442,59517,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
23,1.243,48978.172,28511,71365,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
24,1.348,54987.788,28671,92315,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
25,2.994,38976.164,28569,60820,SUM_Nup145_TET_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
1,1.932,52811.861,30490,76729,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
2,1.755,52572.995,30566,83692,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
3,2.595,53358.570,30422,82208,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
4,1.591,46057.628,30543,82908,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
5,2.087,57150.565,30448,114656,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
6,1.251,43591.953,30467,55782,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
7,1.289,58743.638,30739,102255,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
8,1.352,46718.252,30444,64579,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
9,1.436,52558.661,30410,82428,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
10,2.129,72446.099,30423,152248,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
11,0.684,44645.975,30422,92732,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
12,1.478,46268.761,30434,72125,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
13,2.049,57209.613,30460,93497,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
14,2.041,60412.525,30800,98251,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
15,0.634,43863.695,30441,72798,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
16,1.339,38015.044,28238,60514,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
17,1.659,64030.334,30455,112200,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
18,1.062,42255.368,30455,56444,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
19,1.995,55147.352,30449,87856,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
20,1.352,48600.811,30428,73234,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
21,2.427,66399.311,29404,120576,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
22,1.218,45347.855,30516,63762,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
23,0.882,83846.781,30562,164809,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
24,0.752,42068.609,30469,54081,SUM_Nup145_TET_08_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
1,0.819,28978.944,24523,37000,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
2,0.546,32088.954,24548,53649,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
3,2.679,62897.760,24481,135052,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
4,1.860,45012.986,24514,71722,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
5,1.759,35925.979,24524,54878,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
6,1.407,36413.904,24572,51318,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
7,2.200,41288.521,24525,75606,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
8,0.857,50117.907,24517,84222,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
9,1.583,44387.069,24511,82571,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
10,1.335,51121.500,24592,83561,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
11,2.809,39597.250,24488,90417,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
12,4.451,36724.093,24485,68977,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
13,1.873,46706.471,24515,86794,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
14,1.369,60008.914,24508,120181,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
15,1.331,39505.016,24492,60848,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
16,2.259,48489.167,24491,87253,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
17,1.591,39447.493,24243,72406,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
18,1.176,30168.796,24549,41924,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
19,1.659,53771.066,24665,90834,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
20,1.953,37218.770,24493,76356,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
21,2.540,38239.607,24517,68215,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
22,1.188,36626.159,24501,52307,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
23,1.940,41744.405,24564,69791,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
24,2.272,50475.227,24513,94893,SUM_Nup145_TET_09_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
1,1.109,69108.462,28544,155989,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
2,1.256,41430.819,28618,80007,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
3,2.137,49591.029,27691,88964,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
4,1.965,69167.017,28782,118502,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
5,1.201,58826.154,28869,95305,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
6,2.662,52731.937,28519,81400,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
7,1.214,37919.048,28585,49925,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
8,2.368,47962.252,28499,74592,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
9,1.050,52542.620,28588,84916,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
10,0.953,35611.982,28502,46531,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
11,2.822,59693.025,28600,101192,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
12,0.899,48064.729,28632,66589,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
13,1.335,42839.648,28534,65986,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
14,1.323,49463.708,28518,78061,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
15,2.011,60950.925,28511,115286,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
16,0.941,91328.688,28507,196915,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
17,1.239,46832.786,28510,68481,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
18,1.440,50912.385,28606,82543,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
19,1.235,45721.707,28549,72509,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
20,1.134,37368.815,28543,55512,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
21,1.373,37710.502,28510,56922,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
22,1.222,43428.034,28522,57861,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
23,1.453,39824.714,28682,58191,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
24,1.827,48306.970,28523,70797,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
25,0.752,38799.045,28527,53521,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
26,2.112,57489.964,28553,90201,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
27,1.004,45799.837,28573,65077,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
28,1.730,48553.726,28499,71622,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
29,2.284,59905.279,28678,96969,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
30,0.584,39816.712,28525,65441,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
31,2.633,66571.131,28785,114168,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
32,1.201,51426.682,28567,102049,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
33,0.945,40909.431,28596,57999,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
34,2.645,42832.079,28542,73529,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
35,4.098,50140.338,28608,92242,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
36,2.519,40560.113,28510,79652,SUM_Nup145_TET_10_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
1,1.239,72311.942,26776,179633,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
2,1.125,36461.280,26775,46765,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
3,1.352,45266.124,26844,67898,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
4,1.163,48624.451,26864,75142,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
5,1.675,44177.689,26904,63637,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
6,1.218,35288.683,26849,47521,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
7,1.293,43928.578,26778,60638,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
8,2.465,60113.773,26964,97891,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
9,1.302,42954.416,26829,71661,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
10,1.260,47471.437,27059,70511,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
11,1.423,50182.796,26817,85284,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
12,1.369,44764.442,26798,81154,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
13,1.549,39686.347,26772,58560,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
14,1.323,43883.873,26866,63030,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
15,1.327,42479.899,26756,62826,SUM_Nup145_UN_01_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
1,1.944,43402.026,28620,76672,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
2,0.642,37308.235,28759,59733,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
3,1.096,40191.946,28742,53734,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
4,2.356,44968.979,28658,91917,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
5,2.700,63948.947,28625,113261,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
6,1.146,50331.051,28772,74666,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
7,1.516,48628.593,28650,79732,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
8,1.663,51554.066,28670,81975,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
9,2.204,59676.842,28679,99460,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
10,2.108,43876.068,28620,63292,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
11,2.200,41703.828,28727,69945,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
12,1.348,39673.452,28760,54834,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
13,2.431,49425.903,28664,77615,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
14,1.512,49051.033,28674,70077,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
15,2.003,38750.878,26506,64350,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
16,4.841,61003.670,23860,145352,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
17,1.432,36313.545,28701,59626,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
18,1.579,50218.455,28622,87375,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
19,1.789,54451.181,28641,90120,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
20,1.549,51793.146,28637,86539,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
21,1.197,49789.877,28951,74154,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
22,1.503,54023.466,28701,87436,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
23,1.562,48890.086,28668,74486,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
24,1.646,48245.158,28658,92089,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
25,1.075,41105.711,28624,55742,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
26,2.503,70561.295,28639,131041,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
27,1.944,49158.389,28624,77913,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
28,2.406,45549.213,28628,70652,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
29,0.596,37563.345,28729,62872,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
30,1.642,41642.148,28618,73061,SUM_Nup145_UN_02_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
1,0.680,34490.741,28032,44923,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
2,1.407,43144.851,28018,57584,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
3,1.537,50531.467,28050,79130,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
4,1.461,42454.032,28034,62087,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
5,1.201,47029.692,28069,74737,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
6,1.411,44626.685,28097,69056,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
7,1.999,53430.355,28081,115706,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
8,1.423,43505.230,28061,58961,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
9,2.196,57417.826,28076,89368,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
10,1.428,48684.429,28045,75171,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
11,1.369,54138.000,28023,80454,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
12,1.407,44600.875,28062,65074,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
13,1.612,47952.135,28104,82722,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
14,1.881,51241.230,28231,89788,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
15,1.411,48441.896,28088,78781,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
16,1.180,47659.260,28104,71029,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
17,1.633,58261.406,28070,98333,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
18,1.482,50237.742,28159,70974,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
19,2.163,64449.443,28040,109890,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
20,1.075,39128.914,28038,54213,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
21,1.402,53585.775,28025,87885,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
22,0.823,42026.214,28104,74491,SUM_Nup145_UN_03_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
1,1.436,45680.734,26387,72020,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
2,1.176,42186.496,26386,57108,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
3,0.991,35191.843,26334,44536,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
4,1.520,48146.713,26756,94466,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
5,1.188,41668.880,26351,58651,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
6,1.923,43128.627,26419,67805,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
7,1.881,41417.980,26347,62508,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
8,1.839,44046.541,26335,82265,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
9,2.347,60279.481,26426,106936,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
10,2.839,40054.540,19706,73586,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
11,1.705,45883.525,26365,74229,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
12,1.810,48457.803,26475,76456,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
13,1.272,40266.762,26544,61521,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
14,1.335,48376.808,26396,74353,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
15,2.171,48601.586,19217,91551,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
16,1.310,50047.048,26370,78178,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
17,1.457,43675.542,26347,67793,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
18,1.495,47886.753,26693,79328,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
19,1.453,43096.301,26329,58354,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
20,1.692,49231.092,26328,77481,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
21,1.180,39491.598,26350,56247,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
22,1.197,43124.982,26396,62470,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
23,1.407,47437.740,26327,73665,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
24,1.394,44091.572,26386,68577,SUM_Nup145_UN_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
1,1.440,79929.878,54600,121305,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
2,1.125,81168.198,54534,117420,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
3,1.801,92949.988,54403,146970,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
4,1.369,81578.393,54418,114026,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
5,1.146,104694.978,55290,170566,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
6,1.545,92306.427,54438,131991,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
7,0.890,76099.344,54556,96879,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
8,2.037,98532.245,54450,152231,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
9,1.125,93646.668,54471,153857,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
10,1.214,102305.858,54464,155753,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
11,2.070,114025.886,54713,206103,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
12,1.549,78597.374,54418,108317,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
13,1.281,82482.623,54386,138488,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
14,1.562,83787.882,54383,120181,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
15,1.692,91235.603,54461,157821,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
16,1.562,93683.414,54413,169361,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
17,1.633,98946.607,54405,141970,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
18,1.264,109745.555,54365,169106,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
19,1.558,100856.482,54382,183975,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
20,1.495,99006.407,54501,168750,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
21,1.381,90155.620,54497,132029,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
22,1.944,154639.790,54421,311191,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
23,2.276,86011.583,54591,134369,SUM_Nup145_UN_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
1,0.726,40552.977,29144,75714,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
2,1.604,46184.217,29107,73202,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
3,1.696,44147.401,29090,71783,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
4,1.113,50406.789,29260,81995,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
5,1.453,44064.142,29196,70876,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
6,2.566,60340.249,29077,109896,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
7,1.717,59732.469,29119,114246,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
8,1.314,50445.393,29079,72934,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
9,1.243,48073.304,29217,71623,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
10,1.965,62328.998,29130,111122,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
11,1.256,41311.769,29254,56165,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
12,1.402,53297.775,29114,82517,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
13,1.953,42490.606,29137,68843,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
14,1.100,44715.721,29131,59753,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
15,1.356,44562.310,29094,70022,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
16,1.575,52413.208,29111,78934,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
17,1.310,49646.093,29149,71822,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
18,1.659,54810.628,29198,87006,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
19,2.410,67042.287,29081,110430,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
